dyadid,ccode1,ccode2,year,cap_1,cap_2,alliance,democ1,democ2,autoc1,autoc2,dem1,dem2,distance,dyaddur,ongoing,mid,hostlev1,hostlev2,midnum,durat,capratio,allies,jointdem,_st,_d,_t,_t0,discount,strat6,surv,haz,haz0,haz1,haz2,haz3,haz4
100678,100,678,1968,.003605,.00034200001,4,7,0,0,3,7,-3,8004,42,0,0,0,0,0,43,.91335189,0,-3,1,0,43,0,0,0,.9919400491405532,,,,,,
100680,100,680,1968,.003605,.000189,4,7,0,0,5,7,-5,8096,1,0,0,0,0,0,2,.95018452,0,-5,1,0,2,0,0,0,.9991033134220149,,,,,,
100690,100,690,1968,.003605,.000275,4,7,0,0,9,7,-9,7949,7,0,0,0,0,0,8,.9291237,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
100700,100,700,1968,.003605,.001402,4,7,0,0,7,7,-7,8839,48,0,0,0,0,0,49,.71999204,0,-7,1,0,49,0,0,0,.991266896587041,,,,,,
100710,100,710,1968,.003605,.108571,4,7,0,0,9,7,-9,9297,108,0,0,0,0,0,107,.96786302,0,-9,1,0,107,0,0,0,.9850853993642802,,,,,,
100712,100,712,1968,.003605,.00039999999,4,7,0,0,7,7,-7,8816,47,0,0,0,0,0,48,.90012485,0,-7,1,0,48,0,0,0,.991401047183066,,,,,,
100713,100,713,1968,.003605,.0061670002,4,7,0,0,8,7,-8,10146,19,0,0,0,0,0,20,.63108885,0,-8,1,0,20,0,0,0,.995146826681116,,,,,,
100731,100,731,1968,.003605,.0056250002,4,7,0,0,9,7,-9,9177,20,0,0,0,0,0,19,.60942578,0,-9,1,0,19,0,0,0,.995327248267501,,,,,,
100732,100,732,1968,.003605,.0093489997,4,7,1,0,4,7,-3,9233,19,0,0,0,0,0,20,.72170758,0,-3,1,0,20,0,0,0,.995146826681116,,,,,,
100740,100,740,1968,.003605,.04989,4,7,10,0,0,7,10,8902,16,0,0,0,0,0,103,.93261051,0,7,1,0,103,0,0,0,.9854218494295104,,,,,,
100750,100,750,1968,.003605,.051229,4,7,9,0,0,7,9,9462,21,0,0,0,0,0,22,.93425614,0,7,1,0,22,0,0,0,.9948146917614744,,,,,,
100770,100,770,1968,.003605,.01163,4,7,4,0,1,7,3,9044,21,0,0,0,0,0,22,.76337379,0,3,1,0,22,0,0,0,.9948146917614744,,,,,,
100775,100,775,1968,.003605,.0027650001,4,7,0,0,7,7,-7,10827,20,0,0,0,0,0,21,.56593406,0,-7,1,0,21,0,0,0,.9950392586864312,,,,,,
100780,100,780,1968,.003605,.00088100001,4,7,7,0,0,7,7,10481,20,0,0,0,0,0,21,.80361122,0,7,1,0,21,0,0,0,.9950392586864312,,,,,,
100781,100,781,1968,.003605,6.0000002e-06,4,7,,0,,7,,10129,3,0,0,0,0,0,4,.9983384,0,,1,0,4,0,0,0,,,,,,,
100790,100,790,1968,.003605,.00066000002,4,7,0,0,9,7,-9,9825,48,0,0,0,0,0,49,.84525204,0,-9,1,0,49,0,0,0,.991266896587041,,,,,,
100800,100,800,1968,.003605,.0037140001,4,7,,0,,7,,11127,81,0,0,0,0,0,82,.50744641,0,,1,0,82,0,0,0,,,,,,,
100811,100,811,1968,.003605,.001075,4,7,0,0,9,7,-9,11330,15,0,0,0,0,0,16,.77029914,0,-9,1,0,16,0,0,0,.9957211717258936,,,,,,
100812,100,812,1968,.003605,.00087799999,4,7,,0,,7,,10872,15,0,0,0,0,0,16,.80414903,0,,1,0,16,0,0,0,,,,,,,
100816,100,816,1968,.003605,.0051279999,4,7,0,0,8,7,-8,10676,14,0,0,0,0,0,15,.58719796,0,-8,1,0,15,0,0,0,.9958884908456452,,,,,,
100817,100,817,1968,.003605,.0072269998,4,7,1,0,4,7,-3,11386,14,0,0,0,0,0,15,.66718978,0,-3,1,0,15,0,0,0,.9958884908456452,,,,,,
100820,100,820,1968,.003605,.001305,4,7,10,0,0,7,10,11838,11,0,0,0,0,0,12,.73421586,0,7,1,0,12,0,0,0,.9962113820646448,,,,,,
100830,100,830,1968,.003605,.00072399998,4,7,2,0,4,7,-2,12018,3,0,0,0,0,0,4,.83275586,0,-2,1,0,4,0,0,0,.9980678165950512,,,,,,
100840,100,840,1968,.003605,.0035359999,4,7,6,0,1,7,5,10767,22,0,0,0,0,0,23,.50483125,0,5,1,0,23,0,0,0,.994570346214722,,,,,,
100850,100,850,1968,.003605,.013033,4,7,0,0,7,7,-7,12325,19,0,0,0,0,0,20,.78332734,0,-7,1,0,20,0,0,0,.995146826681116,,,,,,
100900,100,900,1968,.003605,.0078210002,4,7,10,0,0,7,10,8970,48,0,0,0,0,0,49,.68449152,0,7,1,0,49,0,0,0,.991266896587041,,,,,,
100920,100,920,1968,.003605,.000711,4,7,10,0,0,7,10,7527,48,0,0,0,0,0,49,.83526415,0,7,1,0,49,0,0,0,.991266896587041,,,,,,
101110,101,110,1968,.002808,.000058000001,4,7,4,1,3,6,1,0,2,0,0,0,0,0,1,.97976273,0,1,1,0,1,0,1,1,.8567008674144745,,,,,,
101130,101,130,1968,.002808,.00074799999,1,7,4,1,3,6,1,1088,114,0,0,0,0,0,115,.78965127,1,1,1,0,115,0,0,0,.9828389720586278,,,,,,
101135,101,135,1968,.002808,.0022219999,1,7,0,1,7,6,-7,1708,127,0,0,0,0,0,128,.55825049,1,-7,1,0,128,0,0,0,.9796003336703044,,,,,,
101140,101,140,1968,.002808,.014456,1,7,0,1,9,6,-9,0,127,0,0,0,0,0,128,.83734941,1,-9,1,0,128,0,0,0,.9796003336703044,,,,,,
101145,101,145,1968,.002808,.00058499997,1,7,0,1,4,6,-4,1869,120,0,0,0,0,0,121,.82758623,1,-4,1,0,121,0,0,0,.9825962887645047,,,,,,
101150,101,150,1968,.002808,.00030099999,1,7,0,1,8,6,-8,2551,92,0,0,0,0,0,118,.90318429,1,-8,1,0,118,0,0,0,.9825962887645047,,,,,,
101155,101,155,1968,.002808,.0024369999,1,7,6,1,0,6,6,3050,127,0,0,0,0,0,128,.53536701,1,6,1,0,128,0,0,0,.9796003336703044,,,,,,
101160,101,160,1968,.002808,.0066749998,1,7,0,1,9,6,-9,3168,127,0,0,0,0,0,128,.70389116,1,-9,1,0,128,0,0,0,.9796003336703044,,,,,,
101165,101,165,1968,.002808,.00062000001,1,7,8,1,0,6,8,3217,86,0,0,0,0,0,87,.8191365,1,6,1,0,87,0,0,0,.987828888820079,,,,,,
101200,101,200,1968,.002808,.031808998,4,7,10,1,0,6,10,4664,127,0,0,0,0,0,65,.9188838,0,6,1,0,65,0,0,0,.989454683905124,,,,,,
101205,101,205,1968,.002808,.00060000003,4,7,10,1,0,6,10,4446,46,0,0,0,0,0,47,.82394367,0,6,1,0,47,0,0,0,.991505010997567,,,,,,
101210,101,210,1968,.002808,.0062429998,4,7,10,1,0,6,10,4885,23,0,0,0,0,0,56,.68975806,0,6,1,0,56,0,0,0,.9906891230988466,,,,,,
101211,101,211,1968,.002808,.0071789999,4,7,10,1,0,6,10,4846,23,0,0,0,0,0,124,.71883446,0,6,1,0,124,0,0,0,.9823087014824484,,,,,,
101212,101,212,1968,.002808,.0016749999,4,7,10,1,0,6,10,4915,24,0,0,0,0,0,46,.62636626,0,6,1,0,46,0,0,0,.9916560221671965,,,,,,
101220,101,220,1968,.002808,.024962001,4,7,6,1,1,6,5,4738,24,0,0,0,0,0,62,.8988837,0,5,1,0,62,0,0,0,.9898562258316622,,,,,,
101225,101,225,1968,.002808,.0017199999,4,7,10,1,0,6,10,4959,127,0,0,0,0,0,128,.62014133,0,6,1,0,128,0,0,0,.9796003336703044,,,,,,
101230,101,230,1968,.002808,.0096779997,4,7,0,1,7,6,-7,4351,127,0,0,0,0,0,128,.7751081,0,-7,1,0,128,0,0,0,.9796003336703044,,,,,,
101235,101,235,1968,.002808,.0026110001,4,7,0,1,9,6,-9,4044,127,0,0,0,0,0,128,.51817679,0,-9,1,0,128,0,0,0,.9796003336703044,,,,,,
101260,101,260,1968,.002808,.035746001,4,7,10,1,0,6,10,4965,13,0,0,0,0,0,14,.92716712,0,6,1,0,14,0,0,0,.9959794609137577,,,,,,
101265,101,265,1968,.002808,.0088710003,4,7,0,1,9,6,-9,5125,14,0,0,0,0,0,15,.75956845,0,-9,1,0,15,0,0,0,.9958884908456452,,,,,,
101290,101,290,1968,.002808,.014085,4,7,0,1,7,6,-7,5564,23,0,0,0,0,0,45,.83377731,0,-7,1,0,45,0,0,0,.9917291880935604,,,,,,
101305,101,305,1968,.002808,.003207,4,7,10,1,0,6,10,5376,13,0,0,0,0,0,34,.53316706,0,6,1,0,34,0,0,0,.9930839568480035,,,,,,
101310,101,310,1968,.002808,.0042409999,4,7,0,1,7,6,-7,5504,49,0,0,0,0,0,50,.60164565,0,-7,1,0,50,0,0,0,.9912391973953577,,,,,,
101315,101,315,1968,.002808,.010217,4,7,,1,,6,,5287,23,0,0,0,0,0,46,.78441459,0,,1,0,46,0,0,0,,,,,,,
101325,101,325,1968,.002808,.020675,4,7,10,1,0,6,10,5197,127,0,0,0,0,0,127,.88042414,0,6,1,0,127,0,0,0,.9803134873766244,,,,,,
101338,101,338,1968,.002808,.000037999998,4,7,,1,,6,,5323,4,0,0,0,0,0,5,.9866479,0,,1,0,5,0,0,0,,,,,,,
101339,101,339,1968,.002808,.00062800001,4,7,0,1,9,6,-9,5579,24,0,0,0,0,0,51,.81722933,0,-9,1,0,51,0,0,0,.991210581909919,,,,,,
101345,101,345,1968,.002808,.0050670002,4,7,0,1,7,6,-7,5588,24,0,0,0,0,0,89,.64342856,0,-7,1,0,89,0,0,0,.9877268916080807,,,,,,
101350,101,350,1968,.002808,.0026,4,7,0,1,7,6,-7,5814,24,0,0,0,0,0,126,.51923078,0,-7,1,0,126,0,0,0,.9813455252573984,,,,,,
101352,101,352,1968,.002808,.000062999999,4,7,7,1,0,6,7,6377,8,0,0,0,0,0,9,.97805643,0,6,1,0,9,0,0,0,.9967969348203639,,,,,,
101355,101,355,1968,.002808,.0034640001,4,7,0,1,7,6,-7,5746,60,0,0,0,0,0,61,.55229592,0,-7,1,0,61,0,0,0,.9899805960010563,,,,,,
101360,101,360,1968,.002808,.006945,4,7,0,1,7,6,-7,5865,90,0,0,0,0,0,91,.71208858,0,-7,1,0,91,0,0,0,.9876182271205336,,,,,,
101365,101,365,1968,.002808,.163422,4,7,0,1,7,6,-7,6177,127,0,1,4,1,2922,128,.98310775,0,-7,1,1,128,0,0,0,.9796003336703044,.0007274751551449,.00072747516,,,,
101375,101,375,1968,.002808,.001595,4,7,10,1,0,6,10,5660,51,0,0,0,0,0,52,.63774699,0,6,1,0,52,0,0,0,.991210581909919,,,,,,
101380,101,380,1968,.002808,.0051409998,4,7,10,1,0,6,10,5423,127,0,0,0,0,0,128,.64674801,0,6,1,0,128,0,0,0,.9796003336703044,,,,,,
101385,101,385,1968,.002808,.001939,4,7,10,1,0,6,10,5170,23,0,0,0,0,0,60,.59153152,0,6,1,0,60,0,0,0,.9901406996285514,,,,,,
101390,101,390,1968,.002808,.001958,4,7,10,1,0,6,10,5217,23,0,0,0,0,0,124,.58917332,0,6,1,0,124,0,0,0,.9823087014824484,,,,,,
101395,101,395,1968,.002808,.000036000001,4,7,10,1,0,6,10,4298,24,0,0,0,0,0,25,.98734176,0,6,1,0,25,0,0,0,.9942975248311444,,,,,,
101411,101,411,1968,.002808,.000015,4,7,,1,,6,,5206,0,0,0,0,0,0,1,.99468648,0,,1,0,1,0,0,0,,,,,,,
101420,101,420,1968,.002808,.000021,4,7,10,1,0,6,10,3406,3,0,0,0,0,0,4,.9925769,0,6,1,0,4,0,0,0,.9980678165950512,,,,,,
101432,101,432,1968,.002808,.00033400001,4,7,0,1,7,6,-7,3986,8,0,0,0,0,0,9,.89369828,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101433,101,433,1968,.002808,.00043300001,4,7,0,1,7,6,-7,3346,8,0,0,0,0,0,9,.86639923,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101434,101,434,1968,.002808,.000182,4,7,0,1,7,6,-7,4756,8,0,0,0,0,0,9,.93913043,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101435,101,435,1968,.002808,.000073000003,4,7,0,1,7,6,-7,3445,8,0,0,0,0,0,9,.97466159,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101436,101,436,1968,.002808,.000193,4,7,0,1,7,6,-7,4660,8,0,0,0,0,0,9,.93568808,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101437,101,437,1968,.002808,.000379,4,7,0,1,9,6,-9,4216,8,0,0,0,0,0,9,.88107938,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
101438,101,438,1968,.002808,.00030300001,4,7,0,1,9,6,-9,3620,10,0,0,0,0,0,11,.90260369,0,-9,1,0,11,0,0,0,.9964305812357573,,,,,,
101439,101,439,1968,.002808,.00026599999,4,7,0,1,7,6,-7,4424,8,0,0,0,0,0,9,.91346782,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101450,101,450,1968,.002808,.000102,4,7,0,1,6,6,-6,3846,48,0,0,0,0,0,49,.96494848,0,-6,1,0,49,0,0,0,.991266896587041,,,,,,
101451,101,451,1968,.002808,.000185,4,7,4,1,2,6,2,3659,7,0,0,0,0,0,8,.93818909,0,2,1,0,8,0,0,0,.9970003914480851,,,,,,
101452,101,452,1968,.002808,.00077799999,4,7,0,1,7,6,-7,4573,11,0,0,0,0,0,12,.78304517,0,-7,1,0,12,0,0,0,.9962113820646448,,,,,,
101461,101,461,1968,.002808,.00013499999,4,7,0,1,7,6,-7,4664,8,0,0,0,0,0,9,.95412844,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101471,101,471,1968,.002808,.00046400001,4,7,0,1,7,6,-7,5391,8,0,0,0,0,0,9,.85819072,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101475,101,475,1968,.002808,.0046470002,4,7,0,1,7,6,-7,5038,8,0,0,0,0,0,9,.62334007,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101481,101,481,1968,.002808,.000065,4,7,0,1,7,6,-7,5293,8,0,0,0,0,0,9,.97737557,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101482,101,482,1968,.002808,.00012899999,4,7,0,1,9,6,-9,5864,8,0,0,0,0,0,9,.95607764,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
101483,101,483,1968,.002808,.000214,4,7,0,1,9,6,-9,5537,8,0,0,0,0,0,9,.92918599,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
101484,101,484,1968,.002808,.00017,4,7,0,1,7,6,-7,5750,8,0,0,0,0,0,9,.94291472,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
101490,101,490,1968,.002808,.001963,4,7,0,1,9,6,-9,5751,8,0,0,0,0,0,9,.58855587,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
101500,101,500,1968,.002808,.000558,4,7,0,1,6,6,-6,6866,6,0,0,0,0,0,7,.83422458,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
101501,101,501,1968,.002808,.00076299999,4,7,3,1,3,6,0,7174,5,0,0,0,0,0,6,.78633434,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
101510,101,510,1968,.002808,.00073000003,4,7,0,1,7,6,-7,7407,7,0,0,0,0,0,8,.79366875,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
101516,101,516,1968,.002808,.000176,4,7,0,1,7,6,-7,6694,6,0,0,0,0,0,7,.94101876,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
101517,101,517,1968,.002808,.00017699999,4,7,1,1,6,6,-5,6724,6,0,0,0,0,0,7,.94070351,0,-5,1,0,7,0,0,0,.9972464599966172,,,,,,
101520,101,520,1968,.002808,.000239,4,7,7,1,0,6,7,7709,8,0,0,0,0,0,9,.92156219,0,6,1,0,9,0,0,0,.9967969348203639,,,,,,
101530,101,530,1968,.002808,.001754,4,7,0,1,9,6,-9,7155,27,0,0,0,0,0,67,.61551952,0,-9,1,0,67,0,0,0,.9891107413960475,,,,,,
101551,101,551,1968,.002808,.000485,4,7,3,1,3,6,0,6758,4,0,0,0,0,0,5,.85271788,0,0,1,0,5,0,0,0,.9977041886732689,,,,,,
101552,101,552,1968,.002808,.00059000001,4,7,7,1,3,6,4,6964,3,0,0,0,0,0,4,.82636845,0,4,1,0,4,0,0,0,.9980678165950512,,,,,,
101553,101,553,1968,.002808,.000252,4,7,0,1,9,6,-9,7108,4,0,0,0,0,0,5,.91764706,0,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
101560,101,560,1968,.002808,.005663,4,7,7,1,3,6,4,8423,48,0,0,0,0,0,49,.6685161,0,4,1,0,49,0,0,0,.991266896587041,,,,,,
101570,101,570,1968,.002808,.000058000001,4,7,9,1,0,6,9,6841,2,0,0,0,0,0,3,.97976273,0,6,1,0,3,0,0,0,.9984837400819305,,,,,,
101571,101,571,1968,.002808,.000032,4,7,10,1,0,6,10,6701,2,0,0,0,0,0,3,.9887324,0,6,1,0,3,0,0,0,.9984837400819305,,,,,,
101572,101,572,1968,.002808,.000023000001,4,7,3,1,3,6,0,7039,0,0,0,0,0,0,1,.99187565,0,0,1,0,1,0,0,0,.9998979006195441,,,,,,
101580,101,580,1968,.002808,.000443,4,7,2,1,4,6,-2,8013,8,0,0,0,0,0,9,.86373425,0,-2,1,0,9,0,0,0,.9967969348203639,,,,,,
101590,101,590,1968,.002808,.000078999998,4,7,9,1,0,6,9,8698,0,0,0,0,0,0,1,.97263598,0,6,1,0,1,0,0,0,.9998979006195441,,,,,,
101600,101,600,1968,.002808,.002073,4,7,0,1,9,6,-9,4111,12,0,0,0,0,0,78,.57529193,0,-9,1,0,78,0,0,0,.9884206128492883,,,,,,
101615,101,615,1968,.002808,.001786,4,7,0,1,9,6,-9,4685,6,0,0,0,0,0,7,.61123204,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
101616,101,616,1968,.002808,.00059499999,4,7,0,1,9,6,-9,5079,12,0,0,0,0,0,54,.8251543,0,-9,1,0,54,0,0,0,.9910565571350523,,,,,,
101620,101,620,1968,.002808,.00031800001,4,7,0,1,7,6,-7,5260,17,0,0,0,0,0,18,.89827257,0,-7,1,0,18,0,0,0,.9954508326042074,,,,,,
101625,101,625,1968,.002808,.001018,4,7,8,1,1,6,7,6647,12,0,0,0,0,0,13,.73392576,0,6,1,0,13,0,0,0,.9961074757884542,,,,,,
101630,101,630,1968,.002808,.005351,4,7,0,1,10,6,-10,7320,113,0,0,0,0,0,114,.65584016,0,-10,1,0,114,0,0,0,.9832934892558162,,,,,,
101640,101,640,1968,.002808,.0082430001,4,7,9,1,0,6,9,6269,127,0,0,0,0,0,128,.74590534,0,6,1,0,128,0,0,0,.9796003336703044,,,,,,
101645,101,645,1968,.002808,.002234,4,7,0,1,7,6,-7,7017,36,0,0,0,0,0,37,.55692184,0,-7,1,0,37,0,0,0,.9927890535603999,,,,,,
101651,101,651,1968,.002808,.0071450002,4,7,0,1,7,6,-7,6342,31,0,0,0,0,0,60,.71787399,0,-7,1,0,60,0,0,0,.9901406996285514,,,,,,
101652,101,652,1968,.002808,.0014299999,4,7,0,1,7,6,-7,6569,7,0,0,0,0,0,21,.66257668,0,-7,1,0,21,0,0,0,.9950392586864312,,,,,,
101660,101,660,1968,.002808,.00044900001,4,7,4,1,2,6,2,6518,22,0,0,0,0,0,23,.8621431,0,2,1,0,23,0,0,0,.994570346214722,,,,,,
101663,101,663,1968,.002808,.00074599998,4,7,0,1,9,6,-9,6578,22,0,0,0,0,0,23,.79009569,0,-9,1,0,23,0,0,0,.994570346214722,,,,,,
101666,101,666,1968,.002808,.00153,4,7,9,1,0,6,9,6542,20,0,0,0,0,0,21,.64730293,0,6,1,0,21,0,0,0,.9950392586864312,,,,,,
101670,101,670,1968,.002808,.001312,4,7,0,1,10,6,-10,7359,41,0,0,0,0,0,42,.68155342,0,-10,1,0,42,0,0,0,.992115377676832,,,,,,
101678,101,678,1968,.002808,.00034200001,4,7,0,1,3,6,-3,7404,42,0,0,0,0,0,43,.89142859,0,-3,1,0,43,0,0,0,.9919400491405532,,,,,,
101680,101,680,1968,.002808,.000189,4,7,0,1,5,6,-5,7506,1,0,0,0,0,0,2,.93693691,0,-5,1,0,2,0,0,0,.9991033134220149,,,,,,
101690,101,690,1968,.002808,.000275,4,7,0,1,9,6,-9,7312,7,0,0,0,0,0,8,.91080117,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
101700,101,700,1968,.002808,.001402,4,7,0,1,7,6,-7,8211,48,0,0,0,0,0,49,.66698337,0,-7,1,0,49,0,0,0,.991266896587041,,,,,,
101710,101,710,1968,.002808,.108571,4,7,0,1,9,6,-9,8954,108,0,0,0,0,0,109,.97478878,0,-9,1,0,109,0,0,0,.9845422965474078,,,,,,
101712,101,712,1968,.002808,.00039999999,4,7,0,1,7,6,-7,8391,47,0,0,0,0,0,48,.87531173,0,-7,1,0,48,0,0,0,.991401047183066,,,,,,
101713,101,713,1968,.002808,.0061670002,4,7,0,1,8,6,-8,9926,19,0,0,0,0,0,20,.68713093,0,-8,1,0,20,0,0,0,.995146826681116,,,,,,
101731,101,731,1968,.002808,.0056250002,4,7,0,1,9,6,-9,8928,20,0,0,0,0,0,21,.66702241,0,-9,1,0,21,0,0,0,.9950392586864312,,,,,,
101732,101,732,1968,.002808,.0093489997,4,7,1,1,4,6,-3,9004,19,0,0,0,0,0,20,.76902199,0,-3,1,0,20,0,0,0,.995146826681116,,,,,,
101740,101,740,1968,.002808,.04989,4,7,10,1,0,6,10,8810,16,0,0,0,0,0,17,.94671524,0,6,1,0,17,0,0,0,.9955772340341984,,,,,,
101750,101,750,1968,.002808,.051229,4,7,9,1,0,6,9,8835,21,0,0,0,0,0,22,.9480356,0,6,1,0,22,0,0,0,.9948146917614744,,,,,,
101770,101,770,1968,.002808,.01163,4,7,4,1,1,6,3,8421,21,0,0,0,0,0,22,.8055132,0,3,1,0,22,0,0,0,.9948146917614744,,,,,,
101775,101,775,1968,.002808,.0027650001,4,7,0,1,7,6,-7,10235,20,0,0,0,0,0,21,.50385785,0,-7,1,0,21,0,0,0,.9950392586864312,,,,,,
101780,101,780,1968,.002808,.00088100001,4,7,7,1,0,6,7,9862,20,0,0,0,0,0,21,.76118189,0,6,1,0,21,0,0,0,.9950392586864312,,,,,,
101781,101,781,1968,.002808,6.0000002e-06,4,7,,1,,6,,9542,3,0,0,0,0,0,4,.99786782,0,,1,0,4,0,0,0,,,,,,,
101790,101,790,1968,.002808,.00066000002,4,7,0,1,9,6,-9,9217,48,0,0,0,0,0,49,.80968857,0,-9,1,0,49,0,0,0,.991266896587041,,,,,,
101800,101,800,1968,.002808,.0037140001,4,7,,1,,6,,10563,81,0,0,0,0,0,82,.56945723,0,,1,0,82,0,0,0,,,,,,,
101811,101,811,1968,.002808,.001075,4,7,0,1,9,6,-9,10824,15,0,0,0,0,0,16,.72315222,0,-9,1,0,16,0,0,0,.9957211717258936,,,,,,
101812,101,812,1968,.002808,.00087799999,4,7,,1,,6,,10354,15,0,0,0,0,0,16,.76180142,0,,1,0,16,0,0,0,,,,,,,
101816,101,816,1968,.002808,.0051279999,4,7,0,1,8,6,-8,10213,14,0,0,0,0,0,15,.64616936,0,-8,1,0,15,0,0,0,.9958884908456452,,,,,,
101817,101,817,1968,.002808,.0072269998,4,7,1,1,4,6,-3,10914,14,0,0,0,0,0,15,.72017938,0,-3,1,0,15,0,0,0,.9958884908456452,,,,,,
101820,101,820,1968,.002808,.001305,4,7,10,1,0,6,10,11221,11,0,0,0,0,0,12,.68271333,0,6,1,0,12,0,0,0,.9962113820646448,,,,,,
101830,101,830,1968,.002808,.00072399998,4,7,2,1,4,6,-2,11415,3,0,0,0,0,0,4,.795017,0,-2,1,0,4,0,0,0,.9980678165950512,,,,,,
101840,101,840,1968,.002808,.0035359999,4,7,6,1,1,6,5,10631,22,0,0,0,0,0,23,.55737704,0,5,1,0,23,0,0,0,.994570346214722,,,,,,
101850,101,850,1968,.002808,.013033,4,7,0,1,7,6,-7,11925,19,0,0,0,0,0,20,.82273847,0,-7,1,0,20,0,0,0,.995146826681116,,,,,,
101900,101,900,1968,.002808,.0078210002,4,7,10,1,0,6,10,9607,48,0,0,0,0,0,49,.73581713,0,6,1,0,49,0,0,0,.991266896587041,,,,,,
101920,101,920,1968,.002808,.000711,4,7,10,1,0,6,10,8165,48,0,0,0,0,0,49,.79795396,0,6,1,0,49,0,0,0,.991266896587041,,,,,,
110130,110,130,1968,.000058000001,.00074799999,4,4,4,3,3,1,1,1485,2,0,0,0,0,0,3,.92803967,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110135,110,135,1968,.000058000001,.0022219999,4,4,0,3,7,1,-7,1840,2,0,0,0,0,0,3,.97456139,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110140,110,140,1968,.000058000001,.014456,4,4,0,3,9,1,-9,0,2,0,0,0,0,0,3,.99600387,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110145,110,145,1968,.000058000001,.00058499997,4,4,0,3,4,1,-4,1750,2,0,0,0,0,0,3,.90979779,0,-4,1,0,3,0,0,0,.9984837400819305,,,,,,
110150,110,150,1968,.000058000001,.00030099999,4,4,0,3,8,1,-8,2218,2,0,0,0,0,0,3,.83844012,0,-8,1,0,3,0,0,0,.9984837400819305,,,,,,
110155,110,155,1968,.000058000001,.0024369999,4,4,6,3,0,1,6,2902,2,0,0,0,0,0,3,.97675353,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110160,110,160,1968,.000058000001,.0066749998,4,4,0,3,9,1,-9,2863,2,0,0,0,0,0,3,.9913857,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110165,110,165,1968,.000058000001,.00062000001,4,4,8,3,0,1,8,2886,2,0,0,0,0,0,3,.91445428,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110200,110,200,1968,.000058000001,.031808998,4,4,10,3,0,1,10,4508,2,0,0,0,0,0,3,.99817991,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110205,110,205,1968,.000058000001,.00060000003,4,4,10,3,0,1,10,4327,2,0,0,0,0,0,3,.91185409,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110210,110,210,1968,.000058000001,.0062429998,4,4,10,3,0,1,10,4730,2,0,0,0,0,0,3,.99079514,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110211,110,211,1968,.000058000001,.0071789999,4,4,10,3,0,1,10,4674,2,0,0,0,0,0,3,.99198562,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110212,110,212,1968,.000058000001,.0016749999,4,4,10,3,0,1,10,4726,2,0,0,0,0,0,3,.96653205,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110220,110,220,1968,.000058000001,.024962001,4,4,6,3,1,1,5,4547,2,0,0,0,0,0,3,.99768186,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110225,110,225,1968,.000058000001,.0017199999,4,4,10,3,0,1,10,4738,2,0,0,0,0,0,3,.96737909,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
110230,110,230,1968,.000058000001,.0096779997,4,4,0,3,7,1,-7,4076,2,0,0,0,0,0,3,.99404275,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
110235,110,235,1968,.000058000001,.0026110001,4,4,0,3,9,1,-9,3763,2,0,0,0,0,0,3,.97826904,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
110260,110,260,1968,.000058000001,.035746001,4,4,10,3,0,1,10,4788,2,0,0,0,0,0,3,.99838006,0,1,1,0,3,0,0,0,.9984837400819305,,,,,,
